text,label
sei ini ya gue baru bangun tidur udh bikin emosi aja,0
bahagia kamu sedih amat sayang melibatkan orang lain yang bahkan ga peduli kamu seperti apa. terimakasih yuan selalu sayang diri sendiri dan menghargai masa lalu dengan tidak berdrama di masa depan.,2
"hbis nntn layangan putus bareng murid2nya ya bund , jangan sedih yaa, mas aris emg gitu, suka gk tau diri, padahal udh dpetin cewek yg bak ratu",0
"selamat pagi, kara! tentu saja boleh, dong. akan saya jawab, ya. b: auramu cantik dan anggun sekali. saya ngelihatnya amazed, serius. n: kita jarang mengobrol ya, kara. tapi ayo kapan-kapan kita ngobrol gitu, you seem like a fun person to talk with!",4
"hahaha.. emang lagi ngeri sih, tapi dulu pas curug hejo sepi. sekarang ngeri di cuaca sih, masih sering hujan.",1
ada dua pengaruh rasa sakit : rasa sakit yang membuatmu kecewa dan rasa sakit yang mengubah dirimu,4
anak sd jaman sekarang gaada takut2nya ya. jangankan sama ujan sama gurunya aja gk takut kayanya mereka cuma takut kalo gk dapet uang jajan,4
"happy born day dek jisung sehat selalu dan bahagia ya dek *double happy ultah adek+molo ya meskipun sedih krn gk bsa hype sibuk nguli eitss semangat, besok libur __",2
"iya itu kan dulu, taun lalu, sebelum tobat jadi pemuja fol ges, ngeyel banget kamu. kamu gatau saya ini pemuja fol ges, profil pake fol ges, mengakui klo fol ges itu godfather saya? kamu tolol banget sih. aku jijik banget sm kmu. capekbbggt:((",0
baru saja mengirim foto,4
"ada raisa makan semangka, ayo kak mimin yakin kamu bisa dan semangat terus yah ^xb",2
bekmya masih tolol tolol,4
"baiik, fiel sendiri apa kabar??",4
semalem disaat hampir tengah malem ku dibuat teriak2 gajelas sama si golden maknae nya krn liat ini yaampun sumpah yaa jungkook suka bgt bikin jantung anak gadis tdk baik2 saja,4
eh sumpah gw takut bangett. serem bangett itu orang,1
"gue ga kenal anak mipa 3, ga kedengaran kabar nya",4
kalo makji udah aktif gini pasti otomatis ngarep dapet saldo kaget padahal udah sering nyadar kalo akunku di lapak makji tuh gaib walaupun nimbrung ngeramein tiap hari juga,4
"jangan pernah memberi seseorang harapan, jika kamu tak ingin memenuhinya. lebih baik jujur meski pilu, dari pada bahagia tapi palsu.",4
bolehkah aku dapat kata semangat darimu,2
jadi gak mood buka twitter bawaannya jadi sedih,5
"tolong buat siapapun yg memang udah ""gabisa lagi jadi lockey"" karena masalah denis gpp gue mengerti, tapi plis bgt jgn mengajak atau bikin kompor kayak org goblok bikin tweet dgn mengajak yg lain buat ikutan sebab yg sedih bukan hanya kamu tapi semua lockey, bikin kesel aja kayak ampas. makasih buat lockey yg masih bertahan:)",0
gue suka banget dari 2011 apa yaa sampe sekarang tp gatau terkenal apa engga soalnya dulu clueless soal perfandoman dan cuma nontonin di youtube aja. mungkin lagunya terkenal banget karena ada di pump it up,3
ih sedih beneran ini mah kok tega,5
oh tentu saja,4
apa takut dengan imbas politik akhirnya hukum hanya sebatas lambangkah ?,4
gak sedih. biasa aja. kesel juga engga. tapi air mata tiba-tiba keluar padahal feeling lagi kosong haha. gilss.,4
"lo yg menganggap poligami adalah solusi dari perzinaan. oiya dan ngga semua laki2 mau poligami juga. poligami ngga gampang. banyak orang yg benci poligami karna manusia2 kayak lo. inget ya, tanggung jawab poligami itu berat.",0
masih bisa menanggapi dengan candaan walaupun dalemnya emosi sih wkwk,0
lu ga lebih dri org iri yg kebetulan tolol.,0
kaget indikasi tidak menguasai persoalan dan tidak memahami perkembangan ..,4
wkwkwk mana uah mau end kan. emg si adnan suka banget bikin kita kepikiran. wkwkkw,2
kayaknya bakalan enak banget,4
kenapa minum teh pagi pagi tuh enak bangett,2
"dari pasa sedih, sini kita hibur di gdm dan have fun aja",4
pickaw pn sepi mulu,4
begitu pindah ke dokter cowo yg seusia dia (sampe skrg ama ni dokter) yaa ga ada tuh judge ini itu. di support abis abisan apapun keputusan ibunya.. soal perkembangan solutif. soal makan solutifnya luar biasa.. emaknya keluar ruang dokter dengan muka happy krn dpt solusi.,4
gerombolan ngawur bin tolol..,0
"enak ya, bangun tidur langsung cuddle sama ayam",2
"dibalik perkataan aku baik-baik sajaa, selalu ada airmata yang meredakan segalanya. dibalik tulisan indah, selalu ada hati yang terlalu berantakan menuliskannya. ada masa lalu yang setengah mati dikuburkannya.",4
"5/24 wansen gemes bgt beixing ga peka ah, tpi bukan salahnya juga sih, wansen nya begitu, ya wajar wkwk terus itu gao ge malah bikin tambah salah paham cuma buat bpk nya kesal",4
"pagi neng, semangat sekolahnya",2
"kenapa ya orang2 kok suka banget cari2 kesalahannya aespa? iri bilang sahabat. damn, kalo gasuka mending gausa diliat.",0
dih tolol,0
semangat mbull,2
"emang lebih baik sih baby bahagia sama yg lain..krena dasarnya aja sejak 5tahun yg lalu pas si om lupa ingatan si om udah hilang rasa kan sama baby..drpda di paksa mending baby sama yg lain aja yg bneran tulus..si om juga udah nemu bahagia,a yg lain kan..",2
bagus tapi mau marah,0
"gila.. lockey kalian stay strong ya ga kebayang klo ada member yg keluar kalo ada berita member kluar, entah dari grup manapun, jadi ikutan sedih smoga trejo aman2 sampe kedepannya",5
"selamat pagi., salam sehat n bahagia untuk semua",2
semangat banget ya,2
mantap bangettt enak cokkkk,2
"baru saja mengirim foto brebes, jawa tengah, indonesia",4
opini lu jelek bro. menutup keburukan dg agama lu benarkan. poligami untuk menghindari zina? tolol! palkon banyak bacot ttg agama ya gini,0
"dulu pernah install tiktok gr2 pandemic, iseng di rumah nganggur mo ngapain, tp begitu lht komen2ny gw kyk kebawa ikutan ""downgrade"", gw miskin, gw mgkn bego, tapi ga sehina itu, ngehujat org pakai komentar2 yg kl lo baca, 'heh, serius ini org indo yg komen'?",0
jinjin rocky gabisa minum gpp itu gabaik kok emang enak cola tapi jangan sering ya kk aku dah gak sering kalo dulu langganan,4
"bisa ga si kalo bimbingan tu gausa digabung ama bokap"" s2 s3 gue kan jd jiper, malu bgt kalo ngang ngong ngang ngong keliatan begonya :(",5
"banyak juga boleh kak, asal jgn kelepasan, ngeri gk ke rem, loss pula lagi.",1
suka itu masalah rasa..dan kalo sudah tresno akan terus d puja..sama seperti para pendukung pak anies dan pak ganjar yg tidak pernah goyah sedikitpun walao kabar negativ menerpa,4
sdf! rek info sarapan pagi seng enak wkwkw,2
gw suka banget akumo no ko,3
"habis itu dia nge chat aku gt lohh habis nge chat yaa gitu jadi deket deket. beberapa kali tuh dia ngasih cokelat sama susu strawberry kalau gak salah. trs aku sama dia disekolah gak pernah nyapa kadang eye contact doang soalnya dua duanya malu gitu kan, agak sedih sih",5
"kalian yg udah b00ster, efeknya gimana? gue masi lama si jadwalnya, cuma kok gue takut mau ambil b00ster, gue mikir ""b00ster"" efeknya lebih horor dari yg pertama",1
"ya allah sampe ke bawa mimpi ceritanya di gedor sama salah satu host, terus salah bales dm eh ga jadi menang. sedih sedih bangun2 langsung nyesek karna mimpi",5
"sepi banget,",4
gapapa ko nder santai aja,4
emang biasa aja sih makan steak tapi kan itu sesuatu yang mahal buat kami yang berpenghasilan umr,4
atau bole jadi diorang defend kalam mufti. sebab bukan ulama muamalat saja yang haruskan,4
gabole marah  nanti cepett tua,0
alhamdulillah kayanya enak tuh kak,2
lahya? ngapain marah? wkwk,2
aww malu banget suer,1
"cjr bangsat! perusak moral ! masih kecil udh ngajarin cinta""an, belum sunat aja sombong ! dah sono pergi kelaut aja ! cc : all comati",0
enak banget aku kayaknya maret udah uts.. tbl tbl,2
asli asli tolol bat gw yaampun,0
"apa apaan ini , benci bgt pagi pagi lewat tl bikin iri dengki",0
"yg membantai guru di perancis itu bukan jaringan teror. hanya karena anak pelaku memfitnah guru tsb telah menggambar nabi, maka dipenggal lah guru tsb. keji.",0
sorry tp kenapa takut eh kalau cert mysj jadi putih? as long kite bertegas dah amik 2 dose. should be fight jela balik kan? even kj ugut mcm tu,4
"dua mode satu ekspresif satu diem. kalau ekspresif berarti masih biasa aja, kalau udah diem berarti udah marah bgt",4
sedih ya,5
sedih amat pagi pagi,5
agak kesal tp gapapa,0
"mau ini bener atau kaga, tapi klo denger kabar baik soal timnas, selalu seneng sih",2
sudah tua masih bingung saja cari identitas diri,4
"gs astra menjadi pilihan utama oleh hampir seluruh produsen kendaraan bermotor di indonesia (oem quality) jadi, jangan ragu untuk membeli produk di gs astra ya!",2
sedih banget.,5
nemu menfess yang gua banget. tapi ragu mau rep..,1
almarhumah ibuku suka banget nolong orang-orang sampe sekarang tiap aku ketemu salah satu dari mereka aku selalu didoain yang baik-baik,3
efek paparan belaka - terbiasa menjadi nyaman larangan untuk berkumpul bersama orang-orang yang ingkar dan suka mengolok-olok.,3
semangat pagi,2
sedih bgt,5
"gua ga enak banget keinget rant lama. kalo gua emang bukan manusia yang baik tapi serah lah. kek gua dah ngerasa kalian nyaman, kalian bisa dengerin apapun bahkan gua ngoceh tapi ternyata kalian malah ga suka ma gua ya terserah juga sih. gua masih bisa bahagia walau sendirian",5
secreto ku sepi yh setelah ak ga update au:d,4
tepuk semangat se ma ngat se~ ma~ ngat~ *yeayy*,2
"belajar memahami bahwa tak semua keinginan bisa terpenuhi, barangkali obat terbaik tuk mencegah kecewa dan sakit hati",4
",, dengan et (energi tani) semoga petani bisa membumikan semangat bertani,erick thohir",4
takut positif trs gbs skolah hhshshhdhshdhsh mau nangis aja sumpahh pdhal aku masuk angin anjir,1
enakan yg goreng atau kuah siih? kemarin beli yg goreng kaya gada pedes-pedesnya jd kecewa,5
berasa punya 3 ibu. yg dua lagi nyokapnya temen-temen gue. checking in kabar masing-masing. semogaa keadaan suram gini cepet berlalu.,4
reply la ws apa yang susah sangat nak suruh fix app je pun kang aku tak masuk kelas pastu kata aku ponteng bodoh betul,0
"met pagi semua socialthreeners dimanapun anda berada.. biar semangat, yok donlot kumpulan foto ips3",4
terbaik jd kangen bgt mo nangis huee walopun beliau suka marah trs kadang cuek tp perhatian bgt nomer satuu ibu aku terbaik sayang ibuk perhatiannya tu yg langsung aksi gtu lo walopun tanpa kata kata hihi terus klo lg mood cerita asik bgt pokonya kangen bgt sm ibuk,3
"bagaimana bisa memahami kalau hanya hapal saja, sedang yg menterjemahkan org lain yg belum tentu benar 100%",4
kok gue senyam senyum sendiri bacanya.. semangat ya!!,2
sedih sihh tapi yaa mau gmana lagi bukan kita tokoh utamanya,5
"lah ada ahah, aku kira orang biasa pas lewat gasadar, makasi judith uwu",2
aku si anak bodoh,4
full cream cashew enak bgt!! marie oke lah. pengen nyoba matcha,2
weekend nya ga santai banyak hapalan huft,0
"terima kasih banyak kak derza! aamiin aamiin terima kasih atas semua ucapan dan doa baiknya. semoga semua doa baiknya berbalik ke kamu ya. terima kasih sudah menyempatkan ngucapin selamat ulang tahun ke aku hehe. terima kasih juga atas hadiah, kue, dan bunganya. aku suka banget",2
"kemarin sedih sedihan, hariini bahagia yaa",2
"kadrun ngebet bener mau melengserkan jokowi. yang gak bisa kerja serta jelas2 membuat situasi dki morat-marit saja gak bisa lengser, apalagi presiden yang berprestasi dan yang menetapkan standard baru bagi pemimpin nkri.",4
masuk sekolah kyk biasa,4
alamak .. ngeri kale ..,1
lulu bggtt cinta bgtt mana suka sayuran brokoli lucu bgtt gemess selalu kepo endus2,3
"i want to ask as bvyer klo kita dm minta pl dan over bvdget kita boleh ngabarin ""maaf ya kak over bvdget"" gitu gak sih? takut gak enak.. atau ada saran kalimat lain buat blsnya?",1
"ga bolehh, soalnya udah makan mie kemarin' takut lambung aku kambuh lagi kalo keseringan wkwk",1
lagi kerja disemangatin sama si cantik yang belum mandi gara gara takut beku,1
harus semangat nyampe go nanti!,2
bagaimana kalau aku tidak baik-baik saja,5
"naik mobil yang disopirin bapakku, ekstrim bgt, mentang2 jalan papua sepi, kecepatannya selalu di atas 100. rasanya kek diajak mati",1
asli gue pikir temen gue sedih ga bisa jadi kutu beras aja udah aneh apalagi gue makin ngeri dah,1
"ga suka panggilan 'yang', 'sayang', atau 'ayang', tapi kalo kamu yang manggil kok aku diam?",4
aduh.... klo solo ssr gini suka takut,1
gud mowningg pagi ini diawali dgn kabar baikk bgt uvvuu alhamdulillah jimin udh sembuh akuu bahagiiaa stayy healthy ya jiminie love you,2
"semua yg dari arab pasti halal cuy bagi sebagian orang-orang bodoh yg ada di indonesia kdrt aja dibenarkan kencing onta aja diminum teroris dijadikan anggota fatwa mui teroris dijadikan ulama, ustadz n guru agama kok",0
"tidak peduli, marah, ataupun kesal ketika grup lawan memenangkan award. karena itu, netizen geram dengan tingkah ""sok hebat"" dari rae. beberapa netizen berkomentar positif maupun negatif, apa-apaan dia!? baru saja debut sudah sok-sok an",0
"team b baku hantam dari awal wkwkwwk emang gak ketemu tetangga tapi jodohnya sama korea:) ngeri"" sedap nih, akan ada baku hantam antara pedepokan dubai sama tadika mesra:)",2
"ya sepi kan masih pagi ini, tapi pasar rame deh kek nya",4
"sumpah ini receh bgt dan not bts related. cm jujur w magang padet bgt dikasih project mayan banyak. trs kemaren ada senior gd presentasi gt dan keeren2 bgt nangis parah. trs aku pengen chat blio pengen tanya2. minta nomornya ke hrd, dapet, tp mau chat gajadi soalnya takut",1
gua tdr enk banget tiba2 di suruh bangun masuk kerjaa kebiasaan suka dadakan anjr,3
"jangan hiasi wajah dengan sedihmu, karena kamu tak pernah tahu seseorang bahagia hanya melihat senyummu.",2
milet kayak biasa suara nya outstanding banget + ditambah alunan piano nya hayato sumino,4
gak bakal kecewa deh kalo punya samsung ini. karna secara gitu. battery nya gede banget gaes. 500 mah. udah pas buat kalian yg suka ngegame parah,3
"inti twit yg saya tangkap: 1. kl indikasi covid gak usah tes di bali. ignore aja 2. kl tes positif jgn koar2 nanti kl orang tau banyak covid di bali, wisata tutup lagi 3. yg biasa cepu ini orang2 jakarta 4. penulis tdk suka kebiasaan cepu orang jakarta",4
"cakep, gemoy dan suka julid pas banget jadi abang angkat, makin sayang",3
cari tempat sepi buat enaena,4
takut &gt; ngantuk ?,1
enak dong,4
masih sepi ya,4
"ini kalo ga ada yang kelas, sepi dong",5
asli takut di bagian reading sama speaking,1
takut limitt,1
pamer adalah ide yang bodoh untuk sebuah kemenangan,4
"itu gatau harga akun apa gimana, suka nyesek kalo ditawar sampe jatoh banget mana upf sekarang susah",0
"aku cinta dia mak aku suka dia mak yang sedang"" saja..",3
bubar bubar ini anaknya pada senewen lihat draw yang gue kasih langsung kaget kwwkw,2
ko masi sepi ya..,5
"iya emang episode awal aja, mulai pertengahan emosi kita dipermainkam pdnim. apalagi 3 episde terakhir",4
heh crush sya ko lucu banget ya pengen jujur deh sama muhammad kenzie rafael bahwa sya suka sma diaa,3
ini mah enk di suami semua kga enak di istri gblk,0
pagi cerah ini diawali dengan snwu manis-manis,2
"seperti biasa, bingung mau makan apaana¦",4
iya itu di sana takut,1
takut kaya dulu lagi wey,1
allah kalo ngasih surprise suka banyak banget jd terkejutt bahagia ahaha,2
anda memang bodoh.,0
ngeri ngeri sedep,1
kaget gw jelek bgt tolong,1
"lima menit pun, setidak deras apapun hujan, tatap saja basah; yang kemudian bisa hadirkan sakit apabila kondisi badan tidak fit. tak jauh, mari.a tapak kaki injakan permukaan tanah yang mulai basah akibat rintik, pun tenn masukan tangan ke dalam saku jaketnya,",4
"halah taik. pagi2 dibuat emosi gw, support system support system tatai anjingan",0
"ini dari kemarin kepala pusing, badan pegel pegel, flu, trs hari ini tenggorokan mulai sakit kenapa yaa :(( takut bangett",1
turun bb 8kg (testi wmp) solusi diet enak tanpa repot hanya rutin minum wmp juice aj order bbm wa 089654598758,4
"bagus banget buat akuu!! mungkin kalo suka genre drama trus genderband bakal suka fl-nya jg independent, tapi bukan tipe fl yg badass",3
"ada yang terlihat tenang padahal sedang berantakan, ada yang terlihat bahagia padahal sedihnya luar biasa.",4
ada kabar kalau smt ini masih tuweb nder dr upbjj ku (belum pasti),4
ini yg kelimaa anjing sial mulu dalam seminggu bangsat ntar besok apa lagi nih taiik,0
"ko pusing dari dichat biasa aja, ujung2nya ""kapan ya ketemu jodoh gue"" ya iyaa si lu 30thun tahun inii ya allah semoga gue dijauhkan dari sikap mba-mba ngerengek2 soal jodoh, desperate pengen nikah dan ngebettss minta dinikahin",4
haloo tataa. yg semangat yaa ngejar deadline nyaa,2
"akita tidak bisa menerima begitu saja,orang yang telah mempermainkan kepercayaann kita terhadapnyaa -",4
baru bangun tidur woyy elah sedih bgt denise left padahal masih positif thinking dia bakalan cb ot7 mana vine gk ada pengumuman resmi lg emg agenshit,5
kamu kenapa suka banget buka kartu haha.,4
baru saja mengirim foto kecamatan sanden,4
haha sepi tanpa purwakarta tapi gpp :v,5
"sering, dan sampe hari ini pun masih suka kaya gitu. gak tau suka takut aja gitu, apalagi klo malem beuh kadang deg degan banget. mana blm bahagiain ortu makin makin dah ketakutan",1
ga jadi malu satu fandom,4
sedih bacanya.. tapi gak apa.. terima kasih ya denise,5
si bebe apa kabar ya?,4
lgi berada di fase pengen nangis tpi gk tau kenapa.. bawaanya sedih aja pdhal gk ada yg menyedihkan..,5
"orang di rumah sakit sudah biasa ketemu dokter, lah aku malah takutan",1
",,terimakasih saudaraku,sdh turut ramaikan.. selamat akhir pekan.. sehat dn bahagia..",2
"hiduplah sbg pejuang, seorang pejuang boleh suatu saat sakit / sedih. tapi ia tak boleh menyerah dgn kelemahannya, keterbatasannya dan kesedihannya. ia harus bangkit mewujudkan mimpi dan kesuksesan. sebab kesuksesan dan kebahagiaan ibarat piala yg semua orang berhak merebutnya.",4
wah sekolah? semangat yaa,2
"suka heran sama orang yang udah ngasu tp ga ada effort sama sekali buat mastiin gue sakit ati gak, gue kecewa gak.maksudnyaa lo tuh sadar gasih kalo habis ngejahatin gue, emang repot kalo kita ga pernah ngambek sekalinya ngambek dianggep yaudah, mungkin ga ngambek beneran!!",0
gua tadi ngebatin.. kok stasiun sepi banget.. trus baru inget hari ini hari sabtu dan orang2x kebanyakan ga kerja,4
"wkwkwk emang lo punya agama, benci banget sm yg berbau islam gitu",0
"alhamdulillah ada yg menyadari sisi injun yg ini. soalnya kan kebanyakan org kek tau nya image injun tuh suka ngegas walaupun ttep kiyowo, tp dimata aku injun itu orgnya soft banget, gampang peka, trus penyayang banget apalagi diliat dr dia yg nekat kekorea demi mengejar mimpi",3
ada dengar ceramah ustaz ni pasal riak. macam kalau kita pergi rumah orangkan kita nak solat sunat tapi takut riak. teruskan solat jangan tinggal kerana kalau kita tinggalkan solat kerana riak itu adalah riak.,4
"aqil lagi kurang enak badan, dari kmrn siang dia pilek. kasian malam susah tidur karena mampet",5
"kadang juga di kasih target yg lebih tinggi,dg adendum siap resign atau mengundurkan diri dg suka rela tanpa tuntutan apapn kpd perusaahaan kalo tdk bisa mencapai target dari peeusahaan,dan itu ditandatangani diatas materai",4
walau tegang [real],1
awalnya gua balas story junior berkedok senpai gua kan terus gua tanya bilang bagus gak dia bilang bagus banget dan sekarang gua malah betul2 suka sama nih anime huwaa ngakak terus,3
contoh orang tolol bin dongok,0
"bused sampai dua kali kirim. kata saya mah, mending sender muncul deh. dm saya coba, biar saya tahu. gak usah malu, dm saya terbuka luas, se-luas semesta. jangan buat saya penasaran tolong..",1
masih mendung cerah,4
sedih wkwkwwk,5
"kebanyakan orang dengerin lagu"" kaya gini yaa salah satunya utopia inget kenang perjalanan cinta mereka tp gw gak gitu, suatu lirik dapat mewakili strategi sebuah korporasi ada lagu yg buat gw sedih saat dengar yaitu ""toxicity"" (sod), slalu teringat almarhum teman udahh ah",5
"bener kaya, mau tinggal sama salah satu orang tua pasti sering makan hati. tapi kalo tinggal sendiri takut gabisa ngurus rumah apalagi diri sendiri. so one thing we have to do is survive",1
"ok, jangan berlebihan sewajarnya saja",4
"malu-maluin punya temen kayak lo, idiot!",0
malu bgtt anjrot hahahahahhaa ngakak,2
"paling ga suka rambut, jujur anjir kek struggle banget gue gambar rambut",3
"semangat buat hari ini ya!! u deserve to be happy. anw, jgn lupa sarapan ola",2
"justru aku seneng banget ama event ini dan lebih suka ini dibandingkan lantern rite (tpi demen cut scenenya bagus), lucu liat kichiboushi, paimonnya juga gemesh, liat lumine ngejawab setiap pertanyaannya juga lucu2",3
ih knapa queen aunty jd sedih,5
weekend ruined. haih penat la bodoh jadi supporter mu ni,0
"bangke ptmt, kelas gue jadi sepi banget anjir",0
"[closed plot with ] angin laut yang menerpa tubuhnya terasa dingin, namun tidak melebihi dari apa yang ia biasa hadapi. mantel tebal bagian dari seragam lengkapnya juga membantu menjaga rasa hangat. ia dengar, tempat tujuan mereka tidak akan sedingin ini.",4
"bisa jadi tuh, kak. di sini juga kemarin begitu, beneran masih abg ini, sih. tapi semoga hari ini cerah",2
have a nice day! semoga hari ini ada kabar baikk,2
"inconsistent. tidak menentu, serba berlawanan, dengan tindakan dan emosi yang tidak berdasarkan logika.",4
"jangan selalu katakan ""masih ada waktu"" atau ""nanti saja"". lakukan segera, gunakan waktumu dengan bijak.",4
"karena mau tidak mau seleksi alam pun akan berbicara. tentang siapa siapa saja yang benar benar menganggapmu teman, dan siapa siapa saja yang menganggapmu lawan. be wise",4
"banyak yangg aku mau belii, tapi mungkin aku beli 1/2 buku ajaa aksks pengennya wishlist aku ke coret semua aku dari dulu emang suka banget baca buku kayak novel genre nya bebas deh kecuali komik soalnya pusing baca nya",2
"jeje galak banget, gua takut",1
ini twitter knp sih?? suka banget nyesi ga,0
"gak papa sebenernya, masih bagus hasil fotonya gak ngaruh tapi gw takut tambah parah aja",1
takut sm sembi,1
"dendam antara ppbm dan umno saja waktu pn, umno tarik sokongan untuk jadi pula kerajaan walaupun agak rapuh, janji jangan bagi anwar jadi pm itu dasar dan kebersamaan nya bila melaka dan sarawak result cantik, aim pula johor",4
makanya yuyur agak kecewa biasanya mhy pinter bikin baju bozz,5
brengski w benci bgt sm matek,0
tuh testi dari orang yg make maskernya . jangan ragu lagi guys buruan pesen aja,4
"selain sharing dan belajar bersama, tentu saja kamu bisa berkenalan dengan rekan lain : kamu berjejaring :)",4
"wieeh saya baca blog mas taufik sama mas nugie tiap hari mas ,suka banget sama analisis mengenai moto gp nya detail banget.",3
kuota aku abis hm sedih,5
kicep. takut ketauan mungkin.,1
"bukan ranah bin. kecuali mau ditertawakan, silakan saja.",4
"mari thn 2024 semua bangsa ini pilih pks, agar negara indonesia bisa seperti syiria, irak, yaman, iran, afganisthan, krn sbg bgs indonesia bosan kan..?? klau adem ayem saja. khan bahagia klau lagi bercinta sebelah kita bom meledak, truss ada yg jual anak gadis kita bisa beli..?",4
"haii sasa, apa kabar? jangan lupa sarapan yaa , minum air putih banyak banyak , jaga kesehatan yaa!! . kalo keluar rumah jangan lupa pake masker , cuci tangan dan jangan lupa jaga jarak . have a nice day , semangat untuk hari ini!!",2
"kek apa ya, gue kalo beli paketan kalo mau keluar jauh/keluar kota aja sksk gue jarang keluar jadi takut sia2:"")",1
ganti saja dengan kata komplotan,4
jadi creative team yg bikin konsep comeback huhu pasti seru bgt brainstorming bareng idol idol ato ga jd manager karena gw suka banget jd mom friend wkwk,3
"kok mirip sasuke ya, suka marah2 lagi wkwk tapi kalo lagi canggung tuh dia gemes banget",3
paling sedih bila tengok gambar class diaorg.. meja diaorg semua full bunga gambar ape semua then student yang selamat sampai sekarang diaorg trauma dengan tragedy tuh,5
nanti tunggu free aja biar enak sleepkol dan vc nua,4
"gue sering ada di posisi sedih jadi waanjai. satu sisi, mewgulf itu sumber kebahagiaan buat gue, dan mereka itu candu. tapi sisi lain, gue tau kalau ini tuh salah. tiap malem overthinking, do i've to leave them? tapi gimana caranya gue pergi dari sumber kebahagiaan gue?",5
"bangsat, mang lu udah?",0
perghh santai betul fav breakfast food kau :d,4
"syiap deh, kalau kya nanya. langsung ke intinya saja",4
kalian kadang bingung ga sih kalau diajak keluar outfitnya pake apa? padahal ya yang ngajak teman biasa,4
aku buncit dan pacarku malah suka banget. katanya gemesin. dia suka cubit2 perutku kalo lagi motoran,2
buat dan kalo mau nyerang pemerintah itu janjian dulu gitu..keliatan pada bego nya kalo begini !!??,0
ya allah beri kabar baik untukku hr ni,4
"iya, takut ke",1
takut lah tgk draw gp b ni ya allah,1
"malu malu , takut salah langkah",1
apa kabar semester 8??,4
"uri markeu selamat buat solo stationnya yeayy proud of you, makasii udah nyiptain karya yg luar biasa, makasi jg udh nyiapin banyak hal di thn kemarin dan thn ini, sehata"" trs ya mark, aku tunggu projek selanjutnya, speechless bgt dan smg karyanya bisa jadi motivasi ya mark",2
"makin dekat 10 februari, rasa campur aduk makin menjadi2.. ada bahagia karna anakku sudah mau 19, sudah makin dewasa.. ada cemas juga, karna alasan yg sama..",1
"krisis moral sudah ke sumsum tulang, sedih, tp ini nyata, menjadi terasa wajar kita diganjar kepemimpinan seperti sekarang. saatnya bangkit, perbaiki moral masing2, kembali ke ajaran agama masing2. ini satu2nya cara mengembalikan sisi kemanusiaan yg bermoral.",4
"baru banget beres baca, dibawahnya ada bonchap dong gg bisa ngeclaim lagi l bagus banget au nyaa, aku suka dan jarang banget nemu au seokjin thanks",2
apa kabar gw yang pecinta yang notabenenya pecinta buku non fiksi ..,4
kali ini suka banget sm layout nya,3
punya kucing putih dengan paw pink hanya impian di rumah ini. tapi gak papa selama dia bahagia. toh milky ga naik ke kasur atau nginjek2 sajadah,2
"gapapa masih ada besok, ayoo tetap menyerah jangan semangat!! :(",5
"kritik buat faisal bakri, oligarki ini sdh ada sejak orde baru, jgn di framing hanya ada di jaman jokowi saja, judulnya saja sdh tidak jujur",4
join direct bisa pakai nama sendiri bisa buat buka sharing wh group di line ready 5 slot free foto arrived di unbox promo = untuk wh direct cukup bayar 70k saja buat bulan feb-april murah + worth it banget guys beneran karena benefitnya,4
gak enak body,5
woi aku suka banget sama dia oke,3
"setuju, lebih puas ajaa",2
"dit, gue bodoh. ranking 35/36 jadi menurut lo, apa gue paham arti md itu sendiri selain mercedes benz?",0
tida kaget karena u deserve it,4
"aku gapaham kondisimu waktu km nyari aku buat bincang/ngobrol kaya biasanya itu kaya apa, dan bego nya aku malah ceng"" in gabut/kasian. maaf banget.. aku gatau km bakal semarah ini, maaf banget beneran aku gada maksud buat gitu aku cuma becanda kek biasanya gitu,",5
lucu banget kakak tertua takut sama saya.,2
dia makan mie di tempat biasa ibunya belanja,4
gue juga takut.,1
"jadi inget kata pak bj habibie, percuma kasih fakta apapun dia tetep bodoh",4
"semoga cepat sembuh , ga enak gatal-gatalnya",2
orang islam gk butuh orang bodoh.,4
takut banget yatuhan sama cowo begini. padahal saya sendiri cowo,1
"pengen tetep jaga komunikasi sama temen2 yg udah nikah, tp pas sekali ngechat akunya tanya kabar, eh dia malah tanya kapan aku nikah? pertanyaan yg cuma bisa kujawab dg senyum, atau berujung dengan tidak kubalas..",4
"nah. selingkuh tuh penyakit. ga ada kata khilap. lo selingkuh kan dalam keadaan sadar. udh salah masih aja bela diri. please, jgn suka jajan diluar atau sex sembarangan, lo sakit yg kena orang rumah lo anjg mbak2nya kuat2 banget ya allah semoga selalu sehat mbak",0
"hufftt bismillah, bismillah, mugi kumanan dina niki periksane pun panik mik, pun panik katah sholawat mawon.",1
sbb aduu tegang gitu ye wkwk,2
selamat pagi semangat semoga segera bigwin ya,2
"gue suka howl, ga boong dia cakep banget sksk tapi bener kata dia sendiri kalo dia pengecut. padahal bisa aja dia selesein masalahnya sendiri sama raja tapi malah nyuruh sophie. sophienya juga mau aja lagi :/",3
gini kan enak,4
apa kabar presiden yaa,4
"setiap kali meeting, makin kusut and pressured. elek lah makin meeting makin tambah idea, ada usul aku ni master student kah research untuk 3 bulan jadi cam setaun dibuatnya sebelum tidur nebes, bangun tidur makin nebes",4
semangat menambah,2
